Timestamp,Temperature(C),Humidity(%),MQ4_Voltage(V),MQ4_PPM,MQ7_Voltage(V),MQ7_CO_PPM,Cluster
2025-07-14 04:52:56,18.0,71.3,0.72,11.89,0.38,0.52,1
2025-07-14 09:57:51,21.1,56.5,0.68,4.91,0.25,0.81,0
2025-07-14 10:27:51,21.3,56.4,0.65,4.3,0.25,0.83,0
2025-07-14 10:57:51,21.6,56.2,0.65,4.31,0.26,0.85,0
2025-07-14 11:27:51,21.7,55.1,0.58,3.27,0.24,0.77,0
2025-07-14 11:57:51,21.8,54.4,0.6,3.54,0.27,0.9,0
2025-07-14 12:27:51,22.0,54.3,0.63,4.0,0.25,0.82,0
2025-07-14 12:57:51,22.2,50.5,0.63,3.96,0.29,1.03,0
2025-07-14 13:27:51,22.1,49.5,0.59,3.43,0.26,0.86,0
2025-07-14 13:57:51,22.0,48.3,0.62,3.8,0.27,0.93,0
2025-07-14 14:27:51,22.0,50.1,0.62,3.87,0.28,0.95,0
2025-07-14 14:57:51,21.5,51.0,0.6,3.52,0.25,0.81,0
2025-07-14 15:27:51,21.5,49.3,0.59,3.47,0.25,0.84,0
2025-07-14 15:57:51,21.1,50.2,0.58,3.21,0.26,0.85,0
2025-07-14 16:27:52,20.9,53.2,0.65,4.37,0.29,1.06,0
2025-07-14 16:57:52,20.8,54.4,0.61,3.78,0.28,0.95,0
2025-07-14 17:27:52,20.8,54.4,0.6,3.59,0.28,0.98,0
2025-08-01 09:00:00,22.5,55.0,0.35,4.92,0.02,0.17,0
2025-08-01 09:30:00,22.5,68.2,0.36,5.11,0.02,0.18,2
2025-08-01 10:00:00,22.6,72.4,0.35,4.85,0.03,0.19,2
2025-08-01 10:30:00,26.8,53.1,0.37,5.42,0.04,0.32,0
2025-08-01 11:00:00,28.3,49.8,0.38,5.73,0.05,0.38,0
2025-08-01 11:30:00,22.1,56.3,0.72,8.95,0.03,0.21,1
2025-08-01 12:00:00,21.9,54.7,1.15,15.32,0.04,0.29,1
2025-08-01 12:30:00,22.0,55.2,0.38,5.61,0.28,1.15,1
2025-08-01 13:00:00,21.8,53.9,0.36,5.02,0.45,2.87,1
2025-08-01 13:30:00,24.6,62.1,0.82,10.34,0.39,2.12,1
2025-08-01 14:00:00,25.3,58.7,1.02,13.21,0.52,3.45,1
2025-08-01 14:30:00,22.2,56.8,0.37,5.48,0.04,0.31,0
2025-08-02 06:00:00,19.8,62.3,0.33,4.12,0.02,0.17,0
2025-08-02 09:00:00,23.1,48.7,0.35,4.88,0.03,0.2,0
2025-08-02 12:00:00,27.5,39.2,0.34,4.55,0.04,0.28,0
2025-08-02 15:00:00,29.1,36.8,0.36,5.21,0.05,0.35,0
2025-08-02 18:00:00,25.7,44.5,0.62,7.89,0.12,0.67,0
2025-08-02 21:00:00,22.4,59.1,0.38,5.67,0.03,0.22,0
2025-08-02 03:00:00,20.3,68.4,1.2,16.33,0.08,0.42,1
2025-08-02 06:30:00,21.0,71.2,0.41,6.12,1.15,8.47,3
2025-08-02 09:45:00,22.8,52.6,0.37,5.42,0.04,0.25,0
2025-08-02 12:15:00,22.5,53.1,1.8,24.1,0.03,0.21,1
2025-08-02 15:00:00,22.6,51.8,0.35,4.91,2.3,15.62,3
2025-08-02 18:20:00,23.0,50.2,0.36,5.03,0.04,0.23,0
